Review,Rating
nice product satisfied.....after used 6 month,4
"Good product at low price.Sound quality is little poor as compared to other brands like Sony,etc, but as compared with their price this is good.",4
good sound woofer is better nice to this price,4
bass quality low,4
If you are looking for a budget multimedia speaker set. Then F&D 3800x is the one which will not disappoint you and give you a beast of sound. It has inbuilt ambient lighting in its subwoofer which will make you jump and dance on the tunes. 5 speakers will give you the filling of sound surround. It's bass is medium. So if you are going for budget speaker set with all advance features than you should just buy it,4
it's very very good product,4
Good product value for money..,4
best product,4
good quality sound system,4
Best in range of 4499rs must buy for home use...,4
it's very nice product,4
it's a good product ..I m happy with sound quality,4
"good sound quality and rear speakers wiring length is sufficient , front little bit length is to be increased",4
nice product,4
ok good,4
sound quality is good with high bass but span of time its goes down.,4
Good sound quality,4
nice Product,4
Suber,4
almost ok,4
There bass controls we need to increase the sound for bass,4
sound is good but low sound,4
"Bass is enough
But quality of sound is low",4
Feeling on Fire......!,4
good...sound quality...............,4
excellent quality,4
Awesome Base :),4
Superb,4
good product,4
Good sound,4
Good.....,4
Very good..... Value for money..... Sounds is the best and clear....,4
ossum brand...worth for your money...,4
worth of money,4
nice.product,4
ok,4
"Low bass, didn't get expected Bass experience
Overall Sound quality is good",4
worth for the money,4
Average,4
Packing is so mush. Thanks to flifcort,4
Good base. Clear sound. Like the product,4
nice,4
good product,4
Classic Product,4
there is no any bass volume and treble keh overall it's goog nt too gd,4
Superb in this range. Go for it.,4
Nice one...,4
nice work good,4
Sound and bass awesome but remote quality very poor some times doesn't work.,4
little bit low sound then expected.overall best quality by f&d,4
Super bass and clear sound quality... Iam happy with product with this price,4
Awesome product. Must buy,4
good,4
Good product in this price,4
"3 speakers are not working and we can not replacement of this product , very bad experience. so i returned my home theatre",4
good,4
nice sounds but model wasn't design good,4
good sound,4
bass is loud but not so good i disappointed with sound actual sound output is not 80 watt rms is 60 watt it seems to a good product,4
Great sound,4
Volume level just 30&Bass average good sound quality,4
Low basS... nd sound in rear left also get slightly low..,4
"Value for money.. Awesome sound quality.. superb bass,",4
Nice product . sound effect fantastic,4
good sound no problem.,4
good product good sound quality,4
good sound,4
Awsome perfomence... Volume little come.. but over all perfomance is amazing,4
Is good,4
good crisp sound....but not very loud....overall good product,4
Good sound,4
Gud sound nd bass...,4
Nyc,4
Thank you Flipkart for this awesome product. This speaker is brilliant but plz help me to how to install this product properly.,4
good,4
Super product under the reasonable price..,4
"Its fantastic in sound quality , Bluetooth is fast to connect with any device. Nice",4
Value formoney,4
Looking nice,4
Product is very good,4
Sound good but bass not good,3
"After using it for more than 6 months i found these pros and cons in this product
First of all about pros
1. Good design which looks good
2. By having a remote you have many options like controlling lights etc.
3. In this price range it gives good sound experience
Now the cons of the product
1. It has definitely some connecting issues and you will feel it because sometimes you will feel like song is fast forwarded automatically on your speaker
2. You cannot use this for a long party because s...",3
Very good sound quality..,3
I am giving this rating only for product not for Flipkart service for them I will give them 5 out of 5.,3
Value for money I got 4300,3
"sound ok but boss is low and audio not rich.....
After two month use remote is not working
Price is high...
4000 is more than enough for this product..
Not satisfied",3
It's Bluetooth completely not working after using only 12 days .poor Quality product,3
good,3
"Out of 5 speakers , single speakers is working remain is silent..
Suggest please",3
Good,3
"Poor Bluetooth connectivity ( very short range upto 2m)
Not that effective surround sound!
Still overall music is good",3
Nice product good quality 👍👍,3
nice product,3
good,3
but no connection to TV,3
Not of that worthy. It's a chinese product.,3
F&D is super sound system and excellent base it so gud,3
Not bad sound low,3
Bass poor,3
Super,3
Same Sound coming from front and rear speakers with 5.1 sound content,3
Good but low sound and bass,3
A volume of speakers are low as compared to 5.1 channel... Other than this all things are good and no charging facility in the speaker,3
Nice products,3
👍good,3
Quality should improve,3
Sounds quality it's not bad...... It's ok.good,3
Bluetooth connectivity is bad,3
Remote is not working,3
Overall all it ok but bass and sound loudness not as expected,3
Good,3
This doesn't support 5.1 surround via bluetooth.,3
Product is nice but,3
Just average,3
Connection very bed. 3 box not connected for point,3
𝐍𝐨𝐫𝐦𝐚𝐥,3
good,3
Nice sound quality,3
Sound is very good. Bass is also nice... Only problem is lack of connectivity... In this price range optical audio out is needed... You cannot get proper 5.1 channel while connecting with tv or playstation. If you connect with pc or dvd then 5.1 effects will work properly..,3
F&d 700 is better than this,3
Very good quality,3
Sound is not veritably,3
Not bad,3
"Overall a good product
Sound quality is gd
But bass is less",3
"small problem
speaker slot 2not working",3
Excellent product I suggest to buy everyone,3
"Not that much loud means it's not 80 watts it's like 30 watts sound because my creative 24 watts 2.1 model is making good and loud sound equal to this 80 watts ,,,,so this is disappointed and and out of 5 speakers ONE SPEAKER IS DEFECTIVE ,,,and also surrounding speakers are not that much loud even in Dolby Digital Plus sound source also ( sound from NETFLIX and in my TELUGU CHANNEL like STAR MAA MOVIES ) BUT ONE POSITIVE POINT IS THAT EVEN IT GIVING LESS SOUND ( not 80 watts ) ALSO it is go...",3
Nice,3
"Just OK type,",3
East of money,3
Item packet very bad but quality very good,3
wonderful home theatre,3
Good,3
Not bad,3
Not bad,3
"I bought it for 5k , it's ok actually we can spend for this but this is Just 2.1 not 5.1. i did surrounding test front left nd rear left speakers both r responding for left surrounding sound like the same way front right and rear right speaks responding for right surrounding. Sound quality and design is good but surrounding not gud


Actually there is a 2.1 with the same design, i think company is using the same equipment to make bothe 5.1 nd 2.1 :(",3
price is too much,3
"Nothing Special in this homs theatre.
Try any better option.
Very over rated product.",3
This system not having battery ? but sound good,3
"Good product, no more issues",3
Volume and bass little bit low,3
"Very nice sounds. & Good bas
& Thanks Flipkart",3
Ok,3
Voice is low and little bit lagging when playing in Bluetooth,3
Good,3
Its a average sound quality..,3
Worst Bluetooth connectivity.. ..,3
Good,3
Good iam satisfied,3
Conectivity and design is good but sound quality average especially bass is very poor.,3
"sound good
connectivity poor",3
good,3
not bad,3
nice,3
Bluetooth range is very low,3
good,3
very bad product from flipkart it become dead after 2 months. Very bad experience,3
fine sound,3
lovely products,3
"it's really superb speaker ,but the woofer quality may be low , due to rain woofer got in to water the whole speaker system will be damage",3
It's very nice speaker for party,3
Everything OK but sound is less it goes upto 30 . On bluetooth voice is very low . To make audible you have to go upto last volume range.,3
I am satisfied with the product but I think they are taking too much price of this.They could reduce the price.,3
NICE PRODUCT BUT BASS VERY LOW 5.1 CHANNEL IS GOOD,3
ok but bass not expected from f & d...not good bass,3
"It is just a ordinary home theatre. All effects are ordinary including bass. Some times sound will not distribute to all speakers. Go for it only you need just a sound boost. Surround effects (5.1 effect) is very poor. Better part is, speakers are comparatively better.",3
super sound & bass,3
sound is good but Bass is not so good as I want.,3
ok,3
super coolty,3
thank you filpcart,3
don't support surrounded sound,3
when connect to Mi tv via Aux cable 1 speaker not working and with bluetooth all speaker working..good product but AUx connectivity problem again after replacement. of product,3
i have a small problem in this model and i request flipkart and get Replacement now it is ok but they didn't give me new product they have repair it and sent to me so now ok 👍👍👍👌👌👌,3
Bluetooth connectivity is no good.,3
All things are good but connectivity is very poor. This is not good.,3
normal sound quality,3
super,3
Excellent Sond,3
Not as expected,3
Good,3
sound,3
good,3
jast ok value for money,3
sound quality is very good but Bluetooth conntivity is very low more over according to system piece sould be 3000k but overall system is good for room. ask me if you wanna know about this features!,3
Good,3
bass is avarage,3
mind blowing but bass is not effective. it is ok for we spent money........ thank you flipkart,3
good.........,3
2 good sound,3
poor bluetooth connectivity..delay in sound...surround sound is not working properly.,3
nice one,3
sounds is good but bass not so good,3
connectivity problem with Bluetooth. range is very less.,3
sound not good,3
very good,3
product good bust bass quality mediam,3
need to improve Bluetooth connectivity. also sound confirmation.,3
Awesome product,3
The bass does not work till 50% volume reached,3
Uncomfortable ear pads and ear pain after 15 mins usage.. bass is ok.. not as expected.,3
Very nice,3
"I've been using Boat Bassheads 220/225 for a couple of years now, and I really love those. I thought this one would be better considering it has a bigger driver, but was disappointed. Both sound quality and bass aren't as good as BH 220/225. Also, if you're used to in-ear models, you'll find it quite uncomfortable.",3
OK,3
Ok,3
Good Sound Quality but the Materials used are very bad.,3
good,3
Not up to the mark,3
yeah this headphones are value for money product hai,3
Build quality typically survives upto 1 year and later the ear buds part start degrading.,3
Very very nice ????,3
Build quality is not much good,3
Nice,3
Very good,3
It is compact and good but the sound quality is not too good and the ear pad make you too sweat soon after half an hour,3
Product is nice !!,3
Its ok,3
Okay,3
Nice ???.,3
Sound quality not good,3
Its awesome i really liked it,3
Good For Students,3
It's good but my ear hitting,3
Good,3
"Not good for long use . It leads to ear pain. Like while playing PUBG it gets hard to use and I felt pain .No bass ,it's not worth for the money that I had paid.",3
Average Product,3
"design and build is cheap ,other wise sound is good",3
Value for money...,3
Good,3
"Not very good look, it's just ok ok
Sound quality is also not so good.
What extremely bad is its build quality.",3
Good quality product in this price,3
Ok,3
Good,3
Best ever multimedia headset for these price range,3
It's ok ok product .. Not like other boat products...,3
Best product value for money,3
Work is money,3
"pros:
lightweight
sturdy design
good bass
mic is clear

cons:
The mic isn't that loud but it is not unusable.
You cant wear it for a long time as it hurts the ear(common for on-ear headphones)
Clarity isn't great at higher frequencies",3
Nice,3
"BASS is TOO MUCH.
I didn't like it but maybe you would love it if you are BASS Lover.

Sound Quality is good, but not impressive.",3
Nice Base Sound Quality Is Superb 🤗,3
The noise is heard outside,3
Fabulous you must go through it.,3
Good,3
"Just for normal use
Way to loud my volume is now at 12",3
The mic quality is not upto the mark especially with background noise,3
Today was the 12th day i m using this product but the right side is not working. I m only able to hear from left side. Idk if it happens to every product but for me it is a no go. Overall product is superb,3
Sound is very low,3
Except having an ear pain after 1/2 hours the rest is fine..,3
Good bass,3
GOOD BUT SMALL FROM EXPECTED PRICE,3
"🎧THIS HEADPHONE HAVE THE BEST SOUND QUALITY (WHILE CONSIDERING OTHER HEADPHONES UNDER 1000RS)(9/10)
🎧 ITS BILD QUALITY IN NOT GOOD AT ALL (3/10)
🎧 IF WE USE THIS FOR MORE THAN 30MIN. IT WILL HURT YOU(5/10)
🎧THERE IS NO PROBLEM WHILE CALLING (9/10)
🎧(MY PERSONAL OPENION: THIS IS NOT GOOD FOR ADULT BECAUSE THEY HAVE BIG HEADS AND SO IT WILL BREAK EASILY BUT ITS GOOD FOR -18)
🎧ITS PACKING WAS NOT BAD (4/10)
🎧IF YOU NEED A SUPERB SOUND QUALITY,YOU CAN BUY THIS HEAD PHONE 💯💯💯💯💯",3
"if purchasing for gaming purposes don't go for it.
overall its good in this range.",3
Very good,3
Average quality headphone....,3
Sound is not that clear,3
Nice sound and good quality,3
Gets Heated quickly,3
Normally gud,3
It's not a battery system,3
In first week u will feel uncomfortable and pain at ur ear...ater usage of a week u will be comfortable with it🤗👍,3
Do kan damaged,3
Sound is low,3
"Sound quality us gud...
For zoom calls it works well.. You can go for it..
Keeping on head 🎧 for some long time.. Our ear hurts..",3
Good and nyc product..,3
Product undoubtedly good,3
It is OK not so bad,3
The headphone is of very good quality but your ears will pain when used for longer duration..,3
Good,3
Good,3
The sound quality n all is very good but the it's kinda small on my ear... I mean the soft sponge start to irritate and pain when you use it for long time. If it would have been a little bigger it would have been perfect. The only thing I didn't like was... This rest is.. all good,3
"Build quality is good, however too tight fit to ear and fabric used actually heats up your ear",3
Using from last week is good but there is mention extra bass but not feel like that 😂,3
Not bad,3
Product good,3
"Sound- Good
Bass- Good
BUILD QUALITY- Rubbish",3
Average,3
"Nice product , 3 rotating tip and one foldable",3
very good product.nice using 1 year experince review,3
Nice,3
Good product,3
Good bass . good for movies . Long time or high volume using very ear pain,3
Sound is good,3
Good,3
good,3
Amazing,3
NO BASS,3
Nyc product,3
Nice product for pubg but the cusion should be more comfortable,3
This product are decent sound and bass quality but I'm impress for build quality totally under 700 price range valuable product,3
sound quality is good but low sound,3
Comfort not good feels pain in the ear after wearing for 45 min,3
Super,3
Sound quality and bass is good... but it is not comfortable after using 15 minutes i have to adjust or take some rest from it.,3
Thanks flipkart,3
Hey get it for this price great but it's orginal,3
"Nice qulity
Bass super",3
"Superb for pubg, sound is good",3
It's a good product 😁.but having pain in ear when we use it for long time.... it's only its demerit.or other good.😊😊,3
"First of all it's too small for my ears due that I can hear atmosphere sound, the bass is ok and then comes the comfort its very hard to place, one will not find perfect position with this headset. 1year warranty is the only thing iam happy about this product. At this price range it's an ok product not something extra ordinary that you should go for. Hope it's helpful...Good day!",3
"Not Good For Gaming
But, It Good For Hearing Music",3
Quality is not as expected,3
Cheap and best,3
Awesome product,3
"The mic wasn't working that well in this product.
I'm not sure if other people faced the same issue but I'm unable to visit care because of the pandemic lockdown issues.
I wish I could've received a no fault product.
Sound quality has no issues.",3
It's just ok,3
Not for gaming and base is also not good,3
Sound clarity and Bass not too good. Design is fantastic..,3
Well it is a nice product. But no option for noise cancelling,3
Average,3
"Ear cups are very small.
Can not use it for more than 5 minutes.
Earlobe starts Paining",3
Just fancy but sound low,3
nice product,3
Value for money,3
Sound problem,3
"Been using this device for 2 days now, It is a great headphone with nice build and design, and has clear sounds.
But it has one big problem that is it has bad noise cancellation. My fan noise is so rough to the listeners that is annoying for them to talk.
It could work if it covered with hand or some pice of clothes otherwise it is a headache.",3
Not bad,3
"Headphone quality is average but can't be called bad, not for hardcore music lover. Also Not music producer type headphone.
It's made of plastic so can't expect it to be durable for long time.
Also hear hurts while using for long period.",3
Nice product,3
This product is not bad.,3
Super quality,3
Ok but it is ok,3
"Sound quality is very good but not comfortable for ears
It causes pain when u use it for just 30 mins",3
"Pros:

Good sound quality
stylish one
no damaging one

Cons:

sometimes ear pain is coming.",3
this is just 2 week old i have to face sound problem with one side of this headphone,3
Not totally passive sound proof but good .,3
Good product,3
Amazing hadphone,3
Its very small to 20 years boy . But it is too good in audio . This headset is perfect for childrens .,3
Nice headset,3
Better,3
Not bad,3
"It's good but you can't keep this thing in ear for more than 30 minutes, after some time your ears gonna hurt a lot.",3
"This is a very good product
😎😎😎😎😎",3
Nice work by Boat ⛵,3
Not bad 🙁,3
Nic product,3
It is ok and fine to use,3
"It is not sweat proof, not light weight, it's painful for ears after 1 hr",3
"Good, not very good",3
"When I was in class 10 or 11 I bought it was good I used it 2yers or 1.5years ,now I am in ba1st year again I buy this product, it is good",3
Fabulous thanks flipkart,3
It is good,3
Average,3
Not for gamming,3
Good,3
Good sound Quality,3
"Product very good,but iam struggling for was too late.but product sound,base high quality",3
Good,3
Its good,3
Nice product 👌,3
Products is good but delivery man behavior is not good,3
"Nice product at this price range, I bought in 599/-
Bass is Ok
Sound Quality is Good
Uncomfortable lil bit after 20-30 min, like lil pain in head bcz the ear cups/cushions are quite small.",3
Good for budget,3
"built quality is good but bass average
if you are a bass lover go for jbl 250i",3
Good,3
Nce,3
"It's quite good
Model is so older",3
Value for money,3
Sound quality and bass is good but built quality of hanging handle is poor and may break easily,3
"These prodeact is good Quality. but boat company these item develop sound quality imfour thes product. I am sid satecefastion is uncomfortable these product."" BOAT""",3
Good,3
"It works good until 1month on both(playing music+on phonecall conversation). Then, after 1month it creates problem on phonecall otherwise it soothes during playing music.",3
Good product,3
Nice products,3
"Very Good product,but poor packing",3
OK.,3
nice product👍,3
Pain after one hour use,3
"Bass is excellent ,sound quality is fine
Got it for 599. And the problem is ear pain after using for hours",3
"It's not extraordinary
Just ok 👍",3
It's little loose for me and it's just good for simple use..Overall it's good product from Boat brand at this price range!,3
Ear pain...full press my ear..so i have lot of pain...u are continue playing 30 mint u feel the ear pain..good product but not use...,3
Very over priced... Other better options are available for lesser price,3
Low voice,3
Good,3
Sound is good and bass is little bit extra. Listening to songs I use 60 to 70 % volume sounds good and am not satisfied with this build quality. One advantage on build is light weight I didn't feel any weight on my head,3
I used only 6 to 7 month only the it was broken,3
Nothing Bad,3
very good over-ear headphones but little uncomfortably :),3
Waste of money 💰💰,3
Nice,3
Excellent headphones under 1000,3
Good,3
Sound quality is clear and the treble is nice but the bass could be better as promised in the description of the product itself..the headphones are okayish in their build and one cannot wear them for a longer period of time as the cushioning is not that good..fairly satisfied but the product could be better..it's been a month since i am using this product...wires are nice but my main area of concern is the cushioning which is a bit on the firmer side..,3
Nce product,3
"Size is small, design old fashioned, sound is clear,fitting should be improve ,its creat pain when we use for long time. Build quality good, baas ok ok..",3
I will be better,3
Okay for the price point. Git it for ~700 cant get better that this in price point. Build quality is good. Overall good.,3
"I don't like that bass , if i song volume high, but bass not like",3
Not Bad,3
It's very small. But sound and bass very good,3
It's good,3
Awesome,3
I using the product since 1 months and i give the bst reviews for the product and nothing trouble i facing with this,3
Bass is not pure,3
This Headphone work perfectly with Smartphones. but don't expect too much quality in Desktop PC.,3
"Has good look but has poor Audio output, bass is also below average,if you are looking for good quality audio output stay away from it...otherwise if you are looking for an ordinary headphones in mid range price bracket go for it.",3
This product is superr ❤️❤️❤️,3
Mind blowing🤯🤯🤯,3
Sound just average. It's ok so buy this product at 599 rupees,3
"At this price range the product is good.
Don't expect good bass and sound",3
Good product.. but ears started paining after some time..,3
It's a Good Headphone no doubt but ears hurt when use for a long time.,3
Headset is OK but size is not perfect according to head ...I think it should be more flexible or adjustable .....,3
"I don't satisfied in this product, because I will buy this product in Last month still mic is not working...",3
This headset Uncomfortable,3
"At this price range it's good ...
Has good bass
Has good sound quality too
I hate charging again n again so I bought this one ....
It works well 🙂😉",3
Great product at low cost,3
Good product according to the price and market competition,3
Note good hadfone,3
Worth for money,3
Not as expected bass,3
Almost good,3
Nice very nice,3
Good no very good I miss you botat bass head,3
Good,3
Good product,3
Very bad product,3
Just average,3
Good product,3
Okay product bass not bad but okay,3
Sound can be heard outside. Sound quality is just ok.,3
"Audio quality is really nice, but have some issues on its durability, its speakers moving parts can be some how strong rather than this.
anyways overall product is good to use.",3
Ok,3
One side aound Not working,3
Good for this price range,3
Nice,3
"We can't wear for more time , like for students online class",3
"Bit heavy, cant wear for more than an hour. Mic is too not very sensitive. It requires to hold mic in hand to hear voice properly to another person on call.",3
Quality is good,3
Good,3
It's good 💋,3
Product good ... But need to upgrade some features.. but at this price range its very good and i recommend it guys whose budget lower than 600,3
Very good purchase.,3
"not that good white colour gets dirty really quick
bass don't expect much its worth only if you get in 700rs or less",3
Nice,3
Sound quality is good but the fitting was not so perfect all over in this price range headphone was good,3
"I think good👍 quality
Boat sound good👍
Cable is Best 💯💯💯💯💯👍👍👍👍👍👍",3
"Good, supper bass,",3
My ear will too much pain after 30 minute of use,3
"Though, its design is not strong, needs care but its sound quality is exceptionally good while considering its price.",3
Value for money,3
"Please don't buy if you are considering it as a bass headphones.
But yes this gives good sound quality in this range",3
Worst down waste your money,3
Nice,3
Mic is very poor quality,3
nice,3
I don't like this product. Not comfortable,3
"Here is my opinion.

The upgrade was not as good as expected but still for its price it is quite decent nonetheless.

Made of plastic. The head band is very thin and you might break if you accidentally drop it or put excessive pressure. You have to handle it carefully.

Sound quality and vocals are pretty generic and not better than you get in any 300 to 600 rupee headphones.

Bass is good, it seems to be somewhat pale at 50%, then again if you want to experience great bass you must increase...",3
Good,3
Satisfied with the price and sound quality. If you want headphones for playing PUBG mobile just go for this . This product delivers you the better sounds in this price segment.,3
Super,3
Best quality for money,3
Headphone is good but not anything special they say it's super extraaa bass but it's not bass is kinda underwhelming other than that build quality is good for its price cable is good quality too if you can buy it for under 700 then go for it,3
Bad quality JBL no 1quality,3
This Is Osm one I'm using More than 5 Months still It's Like a Newlyy Hearing Best Budget,3
V. nice product with this price,3
Very good product and sound is very good thank u Flipkart for giving super product,3
Nice,3
Good,3
"I bought this looking at reviews and comments.
First thing negative I seen is not comfortable with ears.
Second is bass is good as every one say but the real bass should be smooth as well as punchy.
Here in this boat bassheads 900 bass is punchy but not smooth. In Sony headsets you will love the bass effect.
Overall, you can listen hearing one or two songs but cannot enjoy using in hours time.",3
Don't purchase very small size,3
Good,3
Just ok,3
Ok,3
Not so comfortable to ears,3
Sound is good best quality ever and easily trust on boat and flipkart,3
No quality,3
"No voice control, Sound and bass is not up to the mark",3
Sound is good But it's Pain on Ear after using long time.. Not Comfortable for Ears..,3
Nice but sound is not good,3
Sound quality is good but bass quality is little down,3
suitable for listening music and watching movie..u get headache after listening music over 30 minuyes...not advisble to use for office meeting/skype calls,3
Sound is ok.but the outsiders can also listen to what we are hearing..the covering is damaged after a year..no sound problem,3
"Mic gave up capturing audio after 4 months. Otherwise, audio is fine.",3
"Everything is good, but voulem button not available",3
Nice🥰,3
"Value for money .for this money this is good bass is there sound quality is good not the best but gor this money the bass and sound quality is good ..comfort is 3/5
Sound quality 3/5
Bass 3/5
Value for money 4/5
Good for watching movies and listening songs
But not for long time
Heat generates
Migration occurs",3
"You won't get feel of music.
I suggest you to don't buy e.",3
Sound quality good but call sound is not good.,3
Not good,3
Sound is coming outside when you listen it on full sound or even lower sound than full sound,3
The wire inside the spring is breaking automatically after e-4 months of use,3
Good product,3
"Nice Bass
Decent sound performance...",3
Mic is ecoing some times mic is not working,3
Ok,3
I bought it on August 20th. but now it's working only on one side.,3
"Sound quality is supper, product is oswam on this price . I recommend to perched",3
Good product in this range but heats up in sometime. Good for office laptop usage.,3
Ear pain but quality is good,3
Sould quality is good but built quality is not up to the mark,3
Nice,3
Mic is not working,3
Not that much good and not returnable,3
Nice headphone in this price range,3
"Product sound quality is good
But use after sometime pain in my ear.
Small tightly product",3
"sound quality good.
Made in china product.
But bit small in size so pressing ears after 30 mins use causing bit uncomfort and paining due to press.
Speaker sponge cover also small and good for children not for adults ear size.
using since 1 month.",3
Very nice,3
This headphone is looking very nice nd attractive but its not connected properly.... when listen music ... others people also listen music...so i am very disappointed 💔💔💔💔,3
Good,3
Good,3
Headset is nice but... Sometimes it get bass quality irrated,3
Nice,3
My ear started to ache.,3
I expected good bass quality but it's not as expected,3
Good product,3
Good but discomfort,3
Good quality,4
Nice,3
Super,3
Good sound....,3
Too tight. It hurts when you use it for long duration.,3
Good,3
The headphone is too tight and so the cups that you'll get tired listen to anything in just 15-20 minutes of continuous listening,3
Verry gud,3
Worst ear pains too much if you are not ambani then don't buy this becuz this product will waste your money and no refund policy 😠,3
"Not so impressive
Must buy in ear earphone of boat at this price range",3
Very good product es Price me to,3
Has very limited slide range. Ears start to pain soon after 10 mins of usage.Audio quality is good .Bass is also good,3
Nice product 👍👍,3
just ok.... music sound go outside😢,3
Not bad 😌,3
"Was nice
But not for too long",3
Good indeed,3
Super quality,3
good,3
Worth for money,3
"Clarity is good, bass not as expected. Considering price point its ok.",3
Good but it gives pain in ear after wearing it for long time,3
Audio quality is good but it hurts when you take off the headphone.,3
Good low sound quality,3
The wire is too long,3
Oky,3
"Sound quality is good, not good for long uses but also idk why the mic is really weak...
I have to kinda scream for making ppl listen on call. The mic is horrible bruh!!😂😂😂",3
Good,3
Good. But need to be more upgraded.,3
"Be careful, High volume can vibrate the entire headphone.",3
Mic is not good,3
Sound and bass was quite good but the comfort and quality was bad . We will face so much pain after just 1 hour of use,3
Good product,3
Nice for gaming but the left side have more sound compair with right side (bass is brilliant (,3
As far as product is good but the built quality is poor if you compare with sony headset with the same price range.,3
"Loved it
Bass is lower than i thought",3
Super prodect,3
Nice,3
Best headphones but not good in bass,3
It's okay for normal use..,3
Worst product ever,3
Good,3
A must buy product..,3
Delebey by not time,3
"After 20 days , left side of headpone become weak in bass and weak in sound , therefore i give this headpone 3 star",3
Good,3
Average,3
Ok,3
Sound quality is good but there is noise coming out for the opponent person as they are not able hear properly.,3
Top bass and rich clear sound,3
Good,3
"ITEM IS GOOD BUT MY PHONE IS NOT SUPPORT HIS OX.
MY PHONE IS SAMSUNG ON NEXT.
MY MONEY IS WASTED",3
Plastic quality is not good it will broke by side,3
Nice product but .........no refund option,3
One side of headphone was not workin after 6 months of use,3
This is good product,3
Good,3
Good sound quality,3
Average audio quality or I can say below average..,3
This product is very super and very nice i really like this headset. But not full covered on ear,3
Superb bass,3
It's not ok for this too much price. Just good. No extra bass.noice cancellation. And leaking sound outside. Pls waste. Don't buy it. Afterwards your choice,3
"It's a good option in this price range
Not excellent detailing in sound. Some times I didn't get the foot sounds. Not bad. Good in music and watching movies.",3
Value for money,3
Boat not sell this type product,3
I am using this headset 20 mins .......Ears pain is too high,3
God,3
Nice products i am happy,3
Average . Bass and sound quality average,3
It's nice product,3
Nice,3
"It's a good bass headset. Who likes bass in sound.
But it causes sweat, if you use it for long time",3
Size is too small according to pics,3
Nice,3
Buy if your budget is 700-800.Otherwise go for sony headphone because I use both of them.Thank you!,3
Good pordekt,3
My headphone sound sudanly low very bad prodack,3
Sound comes out from headphone. Its not sound proof,3
"Good in sounds
But the design creates pain for the ear if used for long time.
The packing is excellent.",3
Nice and avarage headphone,3
Spring near jack got rusted within a month,3
Very good product but need to improve design.bass and sound is good🙏👍,3
Just go for it,3
Ok,3
Sound quality is not up to mark,3
"The product looks cool and works okay but whenever i use it for more than 30 mins back of my head and neck hurts a lot. I don't know if it's with me or with others too but it really hurts. They should make something comfortable , what's the point of buying headphones if it is hurting your head within 30 mins of use. Not so happy with this, it looks cool though.",3
Super,3
Good,3
Super but not connecting all Mobiles,3
"it's okayish.. I don't know what what happens when on call. No one is audible; neither me nor the other person... The other person is unable to listen the voice and complaints about low sound quality. so this is definitely not recommended. You can either go with Philips, Sony or else u think is good.",3
Good product.. VFM..,3
Good,3
"Well product but built quality is bad and break after 6-7month and the bass is not to high as mentioned ...... Sound is loud.........
buy this product if you get under 500 undwrwise u can go for other headphone",3
Nice,3
Don't know is it really original boat headphones or not but i feel it didn't meet my expectations. However look n build quality gud also sounds quality ok,3
This headset sound is very loud,3
"Nice one. Mostly, I am using this for official purposes, didn't much experiment with others like music, so can't comment about bass and everything. Overall, it's a good wired headphone 🎧.",3
"Cheap but not worth it. I'd rather pay a little more to get more comfortable headphones.

Pros:
Sound us good

Cons:
Really uncomfortable build. Ears start hurting after 10-15 minutes.
Sound can be heard by other people around you.",3
"Its good Headphone below 1000 range but not too much good....

Continuously use can cause pain in ear",3
Nice product using for last 6 months.,3
"It is having attractive design and awesome looking, even working great but when using ears are paining. Don't even think about buying this. Better go for Bluetooth earphones.",3
"Overall nice product
Worth it",3
"Skin quality very bad, after one year working only one side",3
Good,3
Not good for gaming.,3
Good,3
its looks are not good but all over it good,3
Just Loved It,3
Good product,3
Very good,3
Good sounds only for music songs but I'm not recommend for PUBG game.,3
Nyc sound,3
Sound some out side...why you ask for back up its wired headphone,3
Product is good but bass is not a good,3
"This is a fine product with great sound clarity and quality. But the con is sound can quite louder so it can be hear by the other person, next con is if you wear this for few hours your outer side of the ear can feel the pain. Otherwise this is a nice product.",3
Superb,3
The ear cups little bit disturbing but overall for that range of amount its worthy!,3
Nice👍,3
Kind Of Ok Ok U can Say,3
Ear pain I mean by wear for 30min not with sound with built quality,3
a little bit tight in the ear,3
Decent bass. No crystal clear sound.3.5mm jack pin supported by a spring which is good because the wire wont detach easily from pin.,3
Its all right like a normal headphone.. not that great... Little expensive for 749,3
Sound quality is good and extra bass is excllent but it's sound came out If any people is besides you than easily he can hear the sound,3
"although there is not doubt on the quality of sound but I am writing this review after three months of usage. it gets malfunctioned, sound is not coming at all . it iwas not expected from te one the most sought company of speaker and earphone.",3
Mast quality,3
Supper bass and quality sound,3
Super duper,3
It is paining at the ears. Every thing else is fine.,3
"Average Quality:
But worth for money",3
Sounds super but its broken easily,3
Good,3
"Sound quality is average but not comfortable, feeling headache if continuing for 2-3 hours",3
Superb quality but noice cancellation is too bad,3
Best,3
Really nice product,3
Amazing😍😍,3
Overall good,3
Damages your ear.,3
Sound quality is just ok. We Cannot expect best at this price range.,3
Nice one,3
1 star,3
Not working,3
Bad,3
Excellent,3
Bass and sound very good but poor delivery,3
Mic problem,3
It's nice you can buy it without any doubt,3
It's a good product,3
Average,3
"Awesome product
Getting good voice
Base is fine",3
Awesome product. Worth to buy as Sound clarity n design is perfect.,3
"Hheadphones are ok, design and build quality.
but bass is not the best.",3
